rawGx,rawGy,rawGz,rawAx,rawAy,rawAz,procGx,procGy,procGz,procAx,procAy,procAz,time,score,prompt,response
-81,109,147,-2,0,-3,22,-151,51,,,,,,,
-188,4,203,0,0,2,27,-147,60,,,,,,,
-36,85,132,0,1,0,35,-145,146,,,,,,,
8,-1,119,0,0,0,39,-149,136,,,,,,,
-20,16,102,1,0,0,42,-153,131,,,,,,,
-52,8,105,0,0,1,45,-154,130,,,,,,,
-29,34,90,0,-1,0,48,-157,128,,,,,,,
-57,49,84,0,-1,0,51,-158,127,,,,,,,
-35,61,52,0,-1,0,55,-159,126,,,,,,,
-41,46,62,0,0,0,59,-160,126,,,,,,,
-43,91,39,-1,-1,-1,63,-160,126,,,,,,,
-25,47,15,0,0,0,66,-158,126,,,,,,,
-34,50,-11,0,0,0,69,-155,128,,,,,,,
-15,30,-13,0,1,0,70,-149,129,,,,,,,
0,3,2,1,1,-1,70,-147,130,,,,,,,
26,-2,0,0,0,0,71,-148,129,,,,,,,
13,0,-2,0,0,0,70,-148,128,,,,,,,
-8,-8,31,0,0,0,71,-151,128,,,,,,,
-2,-22,8,0,0,0,70,-154,127,,,,,,,
-12,-2,21,0,0,0,70,-156,128,,,,,,,
-23,-5,9,-1,0,0,70,-157,128,,,,,,,
-5,2,5,0,0,0,71,-158,129,,,,,,,
-2,5,-2,0,0,0,71,-157,129,,,,,,,
0,7,3,0,0,0,71,-157,129,,,,,,,
-4,6,6,0,0,0,72,-157,129,,,,,,,
1,1,4,0,0,0,72,-158,129,,,,,,,
3,-6,2,0,0,0,72,-159,129,,,,,,,
2,-4,-1,0,0,0,71,-159,129,,,,,,,
0,0,2,0,0,0,71,-159,129,,,,,,,
0,-1,1,0,0,0,71,-160,129,,,,,,,
0,1,2,0,0,0,71,-160,129,,,,,,,
-2,2,0,0,0,0,71,-160,129,,,,,,,
1,0,1,0,0,0,71,-160,129,,,,,,,
0,0,-1,0,0,0,71,-160,129,,,,,,,
0,2,0,0,0,0,71,-160,129,,,,,,,
0,2,0,0,0,0,72,-160,129,,,,,,,
1,2,0,0,0,0,72,-160,129,,,,,,,
0,4,-1,0,0,0,72,-159,129,,,,,,,
0,0,0,0,0,0,72,-159,129,,,,,,,
0,0,-2,0,0,0,72,-159,129,,,,,,,
-1,0,0,0,0,0,72,-159,129,,,,,,,
-1,1,0,0,0,0,72,-159,130,,,,,,,
0,0,0,0,0,0,72,-159,130,,,,,,,
1,-1,0,0,0,0,72,-159,130,,,,,,,
2,-1,-1,0,0,0,72,-159,130,,,,,,,
2,0,-4,0,0,0,72,-159,130,,,,,,,
6,-2,-7,0,0,0,71,-159,130,,,,,,,
9,-4,-11,0,0,0,71,-158,130,,,,,,,
13,-5,-20,0,0,0,70,-157,130,,,,,,,
14,-7,-22,0,0,0,70,-155,130,,,,,,,
26,-23,-41,0,0,0,68,-153,130,,,,,,,
59,-47,-88,0,0,0,65,-150,131,,,,,,,
37,-60,-134,0,-1,0,60,-146,134,,,,,,,
66,-46,-169,0,0,0,53,-141,139,,,,,,,
20,-89,-175,0,-1,0,45,-138,147,,,,,,,
45,-63,-147,-1,0,0,37,-137,157,,,,,,,
10,-76,-125,0,0,0,30,-136,166,,,,,,,
17,-62,-109,0,0,2,24,-136,177,,,,,,,
31,-59,-111,0,0,1,18,-137,186,,,,,,,
45,-113,-104,1,0,1,12,-139,56,,,,,,,
33,-124,-102,0,1,0,4,-140,53,,,,,,,
62,-83,-118,0,0,-1,-2,-143,49,,,,,,,
34,-41,-122,0,0,0,-8,-145,44,,,,,,,
97,-64,-112,1,1,0,-13,-149,40,,,,,,,
195,-155,-138,2,0,1,-21,-158,36,,,,,,,
54,-115,-105,-6,-2,-3,-30,-167,33,,,,,,,
85,-16,-86,0,0,0,-33,-173,29,,,,,,,
77,-22,-103,0,-1,1,-34,-179,26,,,,,,,
69,-96,-125,1,0,1,-36,172,21,,,,,,,
92,-95,-125,1,0,0,-40,163,16,,,,,,,
77,-76,-81,0,0,0,-42,153,64,,,,,,,
78,-70,-114,0,0,0,-43,145,71,,,,,,,
210,-103,-82,0,0,0,-43,130,84,,,,,,,
37,-126,-9,0,0,0,-44,120,86,,,,,,,
133,-68,-30,0,1,-5,-45,111,89,,,,,,,
89,-236,27,0,1,1,-48,96,85,,,,,,,
62,-358,16,-2,0,2,-48,75,76,,,,,,,
56,-232,-26,0,0,2,-42,60,72,,,,,,,
-24,-214,-28,0,0,2,-36,54,69,,,,,,,
-64,-179,-32,0,0,0,-29,52,65,,,,,,,
-62,-83,-53,0,0,-1,-25,54,64,,,,,,,
-43,-1,-42,0,0,-2,-22,57,65,,,,,,,
-35,-14,-38,0,0,0,-21,59,66,,,,,,,
-24,-53,-41,0,0,-1,-18,60,67,,,,,,,
-31,-83,-38,0,1,1,-15,61,66,,,,,,,
8,-18,-24,0,0,0,-12,60,67,,,,,,,
-27,17,-29,0,0,0,-11,61,68,,,,,,,
-65,16,-50,0,0,0,-10,64,71,,,,,,,
-99,22,-63,0,0,0,-7,68,74,,,,,,,
-115,67,-73,-1,1,0,-5,74,79,,,,,,,
-135,50,-77,0,1,-2,-2,81,84,,,,,,,
-92,-20,-146,0,0,-1,3,87,90,,,,,,,
-25,-63,-67,1,0,0,7,89,93,,,,,,,
23,-43,-32,0,0,0,9,89,92,,,,,,,
51,-118,-50,0,0,-1,12,88,90,,,,,,,
32,-32,-57,0,0,-1,14,87,90,,,,,,,
-20,-41,-92,0,4,-1,18,87,92,,,,,,,
-33,-14,24,1,1,0,22,90,94,,,,,,,
-2,-7,-34,1,0,1,21,91,94,,,,,,,
-54,6,-129,-1,-1,0,25,92,98,,,,,,,
-1,-65,-129,0,0,-1,31,95,104,,,,,,,
-86,-3,-45,-1,1,0,35,99,108,,,,,,,
-52,-34,-64,0,0,0,37,104,113,,,,,,,
-38,-50,-75,0,1,0,40,107,115,,,,,,,
-24,21,-61,-1,2,0,43,109,120,,,,,,,
-110,40,-18,2,-2,-1,46,112,127,,,,,,,
-155,9,-7,0,0,0,46,118,134,,,,,,,
-141,-63,44,2,0,-1,45,127,142,,,,,,,
-125,-91,47,0,0,0,40,134,142,,,,,,,
-156,-43,41,0,1,-1,37,141,148,,,,,,,
-178,-50,63,0,1,1,33,149,232,,,,,,,
-170,-88,44,0,1,1,29,157,236,,,,,,,
-113,-125,39,0,0,2,23,163,239,,,,,,,
-68,-88,15,-2,0,-2,18,167,241,,,,,,,
-6,3,-5,0,0,0,16,168,242,,,,,,,
-22,-46,-4,0,1,2,16,169,242,,,,,,,
-9,-57,32,-1,1,1,13,169,244,,,,,,,
-11,11,-18,0,0,-2,13,169,245,,,,,,,
-76,1,-22,0,0,0,14,173,244,,,,,,,
-4,-11,5,-1,1,0,13,174,245,,,,,,,
-2,-6,9,0,1,0,13,174,245,,,,,,,
-15,13,-2,0,0,1,13,174,246,,,,,,,
23,35,8,-1,1,1,14,174,247,,,,,,,
23,7,17,0,0,0,15,172,248,,,,,,,
31,13,9,0,0,0,16,170,249,,,,,,,
23,-18,17,1,0,-1,15,169,250,,,,,,,
-9,-21,-1,0,0,0,14,169,250,,,,,,,
18,3,3,0,0,0,14,169,250,,,,,,,
-9,-27,6,-1,0,0,13,168,251,,,,,,,
-25,-54,9,0,1,0,11,169,251,,,,,,,
6,-20,8,0,2,0,9,170,252,,,,,,,
20,35,2,0,0,0,10,169,252,,,,,,,
10,57,2,0,0,0,12,168,252,,,,,,,
31,9,17,0,-1,0,13,167,253,,,,,,,
38,3,11,0,1,0,13,165,254,,,,,,,
-36,46,1,0,0,0,14,165,254,,,,,,,
-48,66,26,0,1,0,18,167,256,,,,,,,
-53,-15,33,0,0,0,18,169,258,,,,,,,
-61,-11,40,0,1,0,17,171,260,,,,,,,
-58,-30,48,0,0,0,16,173,263,,,,,,,
-5,-49,37,0,0,0,13,174,265,,,,,,,
16,-15,5,0,-1,0,11,174,266,,,,,,,
-14,0,-22,0,0,0,12,174,265,,,,,,,
1,-11,-20,0,1,0,11,174,264,,,,,,,
10,-7,5,0,0,0,11,174,264,,,,,,,
13,-12,-26,0,1,0,11,174,263,,,,,,,
2,6,-33,0,0,0,11,174,261,,,,,,,
1,-5,-34,0,0,0,11,174,260,,,,,,,
-19,-5,-50,0,0,0,11,175,257,,,,,,,
-27,16,-35,0,0,0,11,176,255,,,,,,,
-23,21,-19,0,0,0,12,178,254,,,,,,,
-18,6,-4,0,0,0,13,179,254,,,,,,,
-20,14,28,0,0,0,13,-179,255,,,,,,,
-37,47,12,0,0,0,15,-178,256,,,,,,,
-38,88,-12,0,0,0,18,-176,256,,,,,,,
-31,47,10,0,0,0,22,-174,256,,,,,,,
20,-11,14,2,2,1,22,-174,257,,,,,,,
5,-3,-1,0,0,0,22,-175,257,,,,,,,
0,-5,-9,0,0,0,22,-175,257,,,,,,,
12,-5,21,0,0,0,21,-176,257,,,,,,,
36,1,37,0,0,1,21,-177,258,,,,,,,
73,21,34,0,0,0,22,178,260,,,,,,,
90,43,70,-1,0,1,24,173,261,,,,,,,
124,62,78,1,0,-1,25,165,264,,,,,,,
93,92,34,-1,0,0,28,158,266,,,,,,,
90,130,-2,0,0,0,33,152,267,,,,,,,
109,189,4,0,0,0,40,144,198,,,,,,,
143,216,-49,-1,0,0,48,131,200,,,,,,,
135,188,-73,-1,0,1,57,117,203,,,,,,,
102,189,-80,0,0,0,63,98,206,,,,,,,
143,128,-109,0,0,1,68,76,208,,,,,,,
29,33,-106,0,0,0,72,62,211,,,,,,,
62,68,-98,0,0,-3,75,42,215,,,,,,,
8,20,-63,0,1,-1,75,28,218,,,,,,,
14,-10,-60,0,1,0,76,17,220,,,,,,,
-1,-38,-47,0,3,0,79,8,222,,,,,,,
0,24,33,-1,0,0,79,11,221,,,,,,,
-16,72,4,0,-2,0,75,12,221,,,,,,,
6,64,-12,0,1,-1,72,9,222,,,,,,,
68,35,-57,0,0,0,70,-15,222,,,,,,,
52,53,-36,-1,0,0,68,-9,222,,,,,,,
30,38,-37,0,-1,0,65,-12,222,,,,,,,
-13,11,-32,0,-1,0,64,-16,223,,,,,,,
-41,-6,-27,0,0,0,64,-17,225,,,,,,,
-18,28,4,0,2,-1,63,-16,226,,,,,,,
47,47,-61,0,0,0,61,-18,226,,,,,,,
9,42,-48,1,0,0,57,-24,227,,,,,,,
-6,19,-43,0,0,1,55,-25,229,,,,,,,
-33,23,-22,0,1,0,54,-25,231,,,,,,,
-6,6,-3,0,0,-1,53,-24,231,,,,,,,
23,28,-29,0,1,0,52,-26,232,,,,,,,
-11,64,23,0,0,0,49,-25,231,,,,,,,
-102,120,-29,1,1,2,45,-20,232,,,,,,,
-59,101,-63,0,0,0,39,-17,235,,,,,,,
-14,-19,-32,0,0,-2,36,-16,237,,,,,,,
58,-29,-22,0,0,0,38,-19,238,,,,,,,
11,-23,2,0,0,-1,39,-21,237,,,,,,,
-10,-16,5,0,0,0,40,-21,237,,,,,,,
,,,,,,,,,,,,5099,1,BS,BS
,,,,,,,,,,,,3499,1,BS,BS
,,,,,,,,,,,,2650,1,RC,RC
,,,,,,,,,,,,3449,1,RC,RC
,,,,,,,,,,,,2499,1,RT,RT
,,,,,,,,,,,,2750,1,BC,BC
,,,,,,,,,,,,2499,1,RT,RT
,,,,,,,,,,,,3050,1,BS,BS
,,,,,,,,,,,,5549,1,BC,BC
,,,,,,,,,,,,3700,0,BS,RC
